belief_in_model_cb,belief_in_model_cf,belief_in_interaction_strength_views_global,belief_in_interaction_strength_likes_global,belief_in_liked,belief_in_viewed,recall_at_5_hybrid_or_fuzzy_hybrid,recall_at_10_hybrid_or_fuzzy_hybrid,recall_at_5_cf,recall_at_10_cf,recall_at_5_cb,recall_at_10_cb,recall_at_5_pop,recall_at_10_pop
1,7,5,2,4,9,0.4303030303030303,0.5363636363636364,0.403030303030303,0.4303030303030303,0.2,0.23333333333333334,0.8242424242424242,0.996969696969697
2,9,8,8,7,8,0.4393939393939394,0.5303030303030303,0.40606060606060607,0.4303030303030303,0.2,0.23030303030303031,0.8242424242424242,0.996969696969697
8,9,0,7,9,4,0.4666666666666667,0.5424242424242425,0.4090909090909091,0.4303030303030303,0.2,0.23333333333333334,0.8303030303030303,0.996969696969697
8,3,2,0,1,3,0.42424242424242425,0.5363636363636364,0.403030303030303,0.4303030303030303,0.20606060606060606,0.23636363636363636,0.8303030303030303,0.9939393939393939
5,0,1,2,8,7,0.43636363636363634,0.5363636363636364,0.40606060606060607,0.4303030303030303,0.2,0.23030303030303031,0.8242424242424242,0.996969696969697
9,3,8,9,0,5,0.3575757575757576,0.49393939393939396,0.39090909090909093,0.4303030303030303,0.1393939393939394,0.17272727272727273,0.8181818181818182,0.9878787878787879
8,4,4,6,9,9,0.43636363636363634,0.5333333333333333,0.4090909090909091,0.4303030303030303,0.2,0.23030303030303031,0.8212121212121212,0.996969696969697
5,7,1,7,5,9,0.4303030303030303,0.5272727272727272,0.4121212121212121,0.4303030303030303,0.2,0.23030303030303031,0.8242424242424242,0.996969696969697
6,1,2,0,2,3,0.44545454545454544,0.5424242424242425,0.40606060606060607,0.4303030303030303,0.20606060606060606,0.23636363636363636,0.8303030303030303,0.9939393939393939
3,0,2,3,3,7,0.42424242424242425,0.5363636363636364,0.40606060606060607,0.4303030303030303,0.20303030303030303,0.23333333333333334,0.8212121212121212,0.996969696969697
9,8,2,4,1,5,0.4393939393939394,0.5393939393939394,0.40606060606060607,0.4303030303030303,0.20303030303030303,0.23333333333333334,0.8242424242424242,0.9939393939393939
8,5,9,8,8,7,0.44242424242424244,0.5393939393939394,0.40606060606060607,0.4303030303030303,0.2,0.23030303030303031,0.8242424242424242,0.996969696969697
0,8,9,9,8,4,0.44545454545454544,0.5424242424242425,0.4121212121212121,0.4303030303030303,0.2,0.23333333333333334,0.8333333333333334,0.996969696969697
7,0,8,7,3,6,0.42424242424242425,0.5363636363636364,0.40606060606060607,0.4303030303030303,0.20303030303030303,0.23333333333333334,0.8212121212121212,0.996969696969697
